#;device="PAC Dimplex";dataPoint="Énergie active totale importée tarif 1";culture="fr";timeZone="Europe/Berlin";version="2.0"
Horodatage;Date;Heure;Minimum;Valeur absolue :;Maximum;Unité
2022-01-01T00:00:00+01:00;01/01/2022;00:00:00;;4645156,18;;Wh
2022-01-01T00:15:00+01:00;01/01/2022;00:15:00;;4645336,1;;Wh
2022-01-01T00:30:00+01:00;01/01/2022;00:30:00;;4645336,1;;Wh
2022-01-01T00:45:00+01:00;01/01/2022;00:45:00;;4645858,28;;Wh
2022-01-01T01:00:00+01:00;01/01/2022;01:00:00;;4647146,4;;Wh
2022-01-01T01:15:00+01:00;01/01/2022;01:15:00;;4648133,91;;Wh
2022-01-01T01:30:00+01:00;01/01/2022;01:30:00;;4648133,91;;Wh
2022-01-01T01:45:00+01:00;01/01/2022;01:45:00;;4648411,52;;Wh
2022-01-01T02:00:00+01:00;01/01/2022;02:00:00;;4649696,98;;Wh
2022-01-01T02:15:00+01:00;01/01/2022;02:15:00;;4650785,04;;Wh
2022-01-01T02:30:00+01:00;01/01/2022;02:30:00;;4650785,04;;Wh
2022-01-01T02:45:00+01:00;01/01/2022;02:45:00;;4650967,74;;Wh
2022-01-01T03:00:00+01:00;01/01/2022;03:00:00;;4652226,87;;Wh
2022-01-01T03:15:00+01:00;01/01/2022;03:15:00;;4653552,01;;Wh
2022-01-01T03:30:00+01:00;01/01/2022;03:30:00;;4653982,59;;Wh
2022-01-01T03:45:00+01:00;01/01/2022;03:45:00;;4653982,59;;Wh
2022-01-01T04:00:00+01:00;01/01/2022;04:00:00;;4654807,42;;Wh
2022-01-01T04:15:00+01:00;01/01/2022;04:15:00;;4655523,66;;Wh
2022-01-01T04:30:00+01:00;01/01/2022;04:30:00;;4655523,66;;Wh
2022-01-01T04:45:00+01:00;01/01/2022;04:45:00;;4656050,84;;Wh
2022-01-01T05:00:00+01:00;01/01/2022;05:00:00;;4657333,18;;Wh
2022-01-01T05:15:00+01:00;01/01/2022;05:15:00;;4658677,04;;Wh
2022-01-01T05:30:00+01:00;01/01/2022;05:30:00;;4658847,75;;Wh
2022-01-01T05:45:00+01:00;01/01/2022;05:45:00;;4659306,43;;Wh
2022-01-01T06:00:00+01:00;01/01/2022;06:00:00;;4660630,64;;Wh
2022-01-01T06:15:00+01:00;01/01/2022;06:15:00;;4661505,89;;Wh
2022-01-01T06:30:00+01:00;01/01/2022;06:30:00;;4661505,89;;Wh
2022-01-01T06:45:00+01:00;01/01/2022;06:45:00;;4662584,96;;Wh
2022-01-01T07:00:00+01:00;01/01/2022;07:00:00;;4663786,74;;Wh
2022-01-01T07:15:00+01:00;01/01/2022;07:15:00;;4663786,74;;Wh
2022-01-01T07:30:00+01:00;01/01/2022;07:30:00;;4663871,88;;Wh
2022-01-01T07:45:00+01:00;01/01/2022;07:45:00;;4665184,57;;Wh
2022-01-01T08:00:00+01:00;01/01/2022;08:00:00;;4665491,99;;Wh
2022-01-01T08:15:00+01:00;01/01/2022;08:15:00;;4665491,99;;Wh
2022-01-01T08:30:00+01:00;01/01/2022;08:30:00;;4666323,05;;Wh
2022-01-01T08:45:00+01:00;01/01/2022;08:45:00;;4667625,32;;Wh
2022-01-01T09:00:00+01:00;01/01/2022;09:00:00;;4668440,35;;Wh
2022-01-01T09:15:00+01:00;01/01/2022;09:15:00;;4668440,35;;Wh
2022-01-01T09:30:00+01:00;01/01/2022;09:30:00;;4668880,93;;Wh
2022-01-01T09:45:00+01:00;01/01/2022;09:45:00;;4670172,45;;Wh
2022-01-01T10:00:00+01:00;01/01/2022;10:00:00;;4671084,27;;Wh
2022-01-01T10:15:00+01:00;01/01/2022;10:15:00;;4671084,27;;Wh
2022-01-01T10:30:00+01:00;01/01/2022;10:30:00;;4671435,9;;Wh
2022-01-01T10:45:00+01:00;01/01/2022;10:45:00;;4672751,1;;Wh
2022-01-01T11:00:00+01:00;01/01/2022;11:00:00;;4672947,85;;Wh
2022-01-01T11:15:00+01:00;01/01/2022;11:15:00;;4672947,85;;Wh
2022-01-01T11:30:00+01:00;01/01/2022;11:30:00;;4673983,48;;Wh
2022-01-01T11:45:00+01:00;01/01/2022;11:45:00;;4674656,25;;Wh
2022-01-01T12:00:00+01:00;01/01/2022;12:00:00;;4674656,25;;Wh
2022-01-01T12:15:00+01:00;01/01/2022;12:15:00;;4674656,25;;Wh
2022-01-01T12:30:00+01:00;01/01/2022;12:30:00;;4675847,17;;Wh
2022-01-01T12:45:00+01:00;01/01/2022;12:45:00;;4675895,94;;Wh
2022-01-01T13:00:00+01:00;01/01/2022;13:00:00;;4675895,94;;Wh
2022-01-01T13:15:00+01:00;01/01/2022;13:15:00;;4676371,06;;Wh
2022-01-01T13:30:00+01:00;01/01/2022;13:30:00;;4677203,13;;Wh
2022-01-01T13:45:00+01:00;01/01/2022;13:45:00;;4677203,13;;Wh
2022-01-01T14:00:00+01:00;01/01/2022;14:00:00;;4677203,13;;Wh
2022-01-01T14:15:00+01:00;01/01/2022;14:15:00;;4677203,13;;Wh
2022-01-01T14:30:00+01:00;01/01/2022;14:30:00;;4677203,13;;Wh
2022-01-01T14:45:00+01:00;01/01/2022;14:45:00;;4677203,13;;Wh
2022-01-01T15:00:00+01:00;01/01/2022;15:00:00;;4677203,13;;Wh
2022-01-01T15:15:00+01:00;01/01/2022;15:15:00;;4677203,13;;Wh
2022-01-01T15:30:00+01:00;01/01/2022;15:30:00;;4677203,13;;Wh
2022-01-01T15:45:00+01:00;01/01/2022;15:45:00;;4677203,13;;Wh
2022-01-01T16:00:00+01:00;01/01/2022;16:00:00;;4678246,15;;Wh
2022-01-01T16:15:00+01:00;01/01/2022;16:15:00;;4678546,44;;Wh
2022-01-01T16:30:00+01:00;01/01/2022;16:30:00;;4678546,44;;Wh
2022-01-01T16:45:00+01:00;01/01/2022;16:45:00;;4678546,44;;Wh
2022-01-01T17:00:00+01:00;01/01/2022;17:00:00;;4678756,3;;Wh
2022-01-01T17:15:00+01:00;01/01/2022;17:15:00;;4679542,36;;Wh
2022-01-01T17:30:00+01:00;01/01/2022;17:30:00;;4679542,36;;Wh
2022-01-01T17:45:00+01:00;01/01/2022;17:45:00;;4679894,03;;Wh
2022-01-01T18:00:00+01:00;01/01/2022;18:00:00;;4680485,96;;Wh
2022-01-01T18:15:00+01:00;01/01/2022;18:15:00;;4680485,96;;Wh
2022-01-01T18:30:00+01:00;01/01/2022;18:30:00;;4680485,96;;Wh
2022-01-01T18:45:00+01:00;01/01/2022;18:45:00;;4681651,03;;Wh
2022-01-01T19:00:00+01:00;01/01/2022;19:00:00;;4681854,92;;Wh
2022-01-01T19:15:00+01:00;01/01/2022;19:15:00;;4681854,92;;Wh
2022-01-01T19:30:00+01:00;01/01/2022;19:30:00;;4682859,97;;Wh
2022-01-01T19:45:00+01:00;01/01/2022;19:45:00;;4683911,68;;Wh
2022-01-01T20:00:00+01:00;01/01/2022;20:00:00;;4683911,68;;Wh
2022-01-01T20:15:00+01:00;01/01/2022;20:15:00;;4684112,27;;Wh
2022-01-01T20:30:00+01:00;01/01/2022;20:30:00;;4685383,16;;Wh
2022-01-01T20:45:00+01:00;01/01/2022;20:45:00;;4686024,03;;Wh
2022-01-01T21:00:00+01:00;01/01/2022;21:00:00;;4686042,95;;Wh
2022-01-01T21:15:00+01:00;01/01/2022;21:15:00;;4687303,8;;Wh
2022-01-01T21:30:00+01:00;01/01/2022;21:30:00;;4688623,28;;Wh
2022-01-01T21:45:00+01:00;01/01/2022;21:45:00;;4688958,46;;Wh
2022-01-01T22:00:00+01:00;01/01/2022;22:00:00;;4688958,46;;Wh
2022-01-01T22:15:00+01:00;01/01/2022;22:15:00;;4688958,46;;Wh
2022-01-01T22:30:00+01:00;01/01/2022;22:30:00;;4689413,22;;Wh
2022-01-01T22:45:00+01:00;01/01/2022;22:45:00;;4690652,66;;Wh
2022-01-01T23:00:00+01:00;01/01/2022;23:00:00;;4691938,18;;Wh
2022-01-01T23:15:00+01:00;01/01/2022;23:15:00;;4693276,3;;Wh
2022-01-01T23:30:00+01:00;01/01/2022;23:30:00;;4693385,52;;Wh
2022-01-01T23:45:00+01:00;01/01/2022;23:45:00;;4693385,52;;Wh
2022-01-02T00:00:00+01:00;02/01/2022;00:00:00;;4693385,52;;Wh
2022-01-02T00:15:00+01:00;02/01/2022;00:15:00;;4693478,35;;Wh
2022-01-02T00:30:00+01:00;02/01/2022;00:30:00;;4694679,27;;Wh
2022-01-02T00:45:00+01:00;02/01/2022;00:45:00;;4695908,29;;Wh
2022-01-02T01:00:00+01:00;02/01/2022;01:00:00;;4697162,47;;Wh
2022-01-02T01:15:00+01:00;02/01/2022;01:15:00;;4698444,55;;Wh
2022-01-02T01:30:00+01:00;02/01/2022;01:30:00;;4699766,27;;Wh
2022-01-02T01:45:00+01:00;02/01/2022;01:45:00;;4700343,29;;Wh
2022-01-02T02:00:00+01:00;02/01/2022;02:00:00;;4700343,29;;Wh
2022-01-02T02:15:00+01:00;02/01/2022;02:15:00;;4700343,29;;Wh
2022-01-02T02:30:00+01:00;02/01/2022;02:30:00;;4700579,11;;Wh
2022-01-02T02:45:00+01:00;02/01/2022;02:45:00;;4701806,59;;Wh
2022-01-02T03:00:00+01:00;02/01/2022;03:00:00;;4703083,75;;Wh
2022-01-02T03:15:00+01:00;02/01/2022;03:15:00;;4704413,16;;Wh
2022-01-02T03:30:00+01:00;02/01/2022;03:30:00;;4704716,01;;Wh
2022-01-02T03:45:00+01:00;02/01/2022;03:45:00;;4704716,01;;Wh
2022-01-02T04:00:00+01:00;02/01/2022;04:00:00;;4705633,56;;Wh
2022-01-02T04:15:00+01:00;02/01/2022;04:15:00;;4706953,29;;Wh
2022-01-02T04:30:00+01:00;02/01/2022;04:30:00;;4707367,41;;Wh
2022-01-02T04:45:00+01:00;02/01/2022;04:45:00;;4707367,41;;Wh
2022-01-02T05:00:00+01:00;02/01/2022;05:00:00;;4708183,76;;Wh
2022-01-02T05:15:00+01:00;02/01/2022;05:15:00;;4709481,36;;Wh
2022-01-02T05:30:00+01:00;02/01/2022;05:30:00;;4710592,55;;Wh
2022-01-02T05:45:00+01:00;02/01/2022;05:45:00;;4710592,55;;Wh
2022-01-02T06:00:00+01:00;02/01/2022;06:00:00;;4711448,68;;Wh
2022-01-02T06:15:00+01:00;02/01/2022;06:15:00;;4712794,18;;Wh
2022-01-02T06:30:00+01:00;02/01/2022;06:30:00;;4712887,99;;Wh
2022-01-02T06:45:00+01:00;02/01/2022;06:45:00;;4712887,99;;Wh
2022-01-02T07:00:00+01:00;02/01/2022;07:00:00;;4714042,58;;Wh
2022-01-02T07:15:00+01:00;02/01/2022;07:15:00;;4714240,91;;Wh
2022-01-02T07:30:00+01:00;02/01/2022;07:30:00;;4714240,91;;Wh
2022-01-02T07:45:00+01:00;02/01/2022;07:45:00;;4715237,46;;Wh
2022-01-02T08:00:00+01:00;02/01/2022;08:00:00;;4716519,14;;Wh
2022-01-02T08:15:00+01:00;02/01/2022;08:15:00;;4717530,69;;Wh
2022-01-02T08:30:00+01:00;02/01/2022;08:30:00;;4717530,69;;Wh
2022-01-02T08:45:00+01:00;02/01/2022;08:45:00;;4717777,77;;Wh
2022-01-02T09:00:00+01:00;02/01/2022;09:00:00;;4719044,29;;Wh
2022-01-02T09:15:00+01:00;02/01/2022;09:15:00;;4720091,47;;Wh
2022-01-02T09:30:00+01:00;02/01/2022;09:30:00;;4720091,47;;Wh
2022-01-02T09:45:00+01:00;02/01/2022;09:45:00;;4720091,47;;Wh
2022-01-02T10:00:00+01:00;02/01/2022;10:00:00;;4720456,5;;Wh
2022-01-02T10:15:00+01:00;02/01/2022;10:15:00;;4721685,35;;Wh
2022-01-02T10:30:00+01:00;02/01/2022;10:30:00;;4722956,93;;Wh
2022-01-02T10:45:00+01:00;02/01/2022;10:45:00;;4723971,7;;Wh
2022-01-02T11:00:00+01:00;02/01/2022;11:00:00;;4723971,7;;Wh
2022-01-02T11:15:00+01:00;02/01/2022;11:15:00;;4723971,7;;Wh
2022-01-02T11:30:00+01:00;02/01/2022;11:30:00;;4724365,13;;Wh
2022-01-02T11:45:00+01:00;02/01/2022;11:45:00;;4725206,17;;Wh
2022-01-02T12:00:00+01:00;02/01/2022;12:00:00;;4725206,17;;Wh
2022-01-02T12:15:00+01:00;02/01/2022;12:15:00;;4725206,17;;Wh
2022-01-02T12:30:00+01:00;02/01/2022;12:30:00;;4725206,17;;Wh
2022-01-02T12:45:00+01:00;02/01/2022;12:45:00;;4725206,17;;Wh
2022-01-02T13:00:00+01:00;02/01/2022;13:00:00;;4725206,17;;Wh
2022-01-02T13:15:00+01:00;02/01/2022;13:15:00;;4725206,17;;Wh
2022-01-02T13:30:00+01:00;02/01/2022;13:30:00;;4725206,17;;Wh
2022-01-02T13:45:00+01:00;02/01/2022;13:45:00;;4725206,17;;Wh
2022-01-02T14:00:00+01:00;02/01/2022;14:00:00;;4725222,53;;Wh
2022-01-02T14:15:00+01:00;02/01/2022;14:15:00;;4726421,31;;Wh
2022-01-02T14:30:00+01:00;02/01/2022;14:30:00;;4726513,43;;Wh
2022-01-02T14:45:00+01:00;02/01/2022;14:45:00;;4726513,43;;Wh
2022-01-02T15:00:00+01:00;02/01/2022;15:00:00;;4726513,43;;Wh
2022-01-02T15:15:00+01:00;02/01/2022;15:15:00;;4726513,43;;Wh
2022-01-02T15:30:00+01:00;02/01/2022;15:30:00;;4726513,43;;Wh
2022-01-02T15:45:00+01:00;02/01/2022;15:45:00;;4726513,43;;Wh
2022-01-02T16:00:00+01:00;02/01/2022;16:00:00;;4726513,43;;Wh
2022-01-02T16:15:00+01:00;02/01/2022;16:15:00;;4726513,43;;Wh
2022-01-02T16:30:00+01:00;02/01/2022;16:30:00;;4727228,22;;Wh
2022-01-02T16:45:00+01:00;02/01/2022;16:45:00;;4728425,69;;Wh
2022-01-02T17:00:00+01:00;02/01/2022;17:00:00;;4729672,24;;Wh
2022-01-02T17:15:00+01:00;02/01/2022;17:15:00;;4730856,27;;Wh
2022-01-02T17:30:00+01:00;02/01/2022;17:30:00;;4730856,27;;Wh
2022-01-02T17:45:00+01:00;02/01/2022;17:45:00;;4730856,27;;Wh
2022-01-02T18:00:00+01:00;02/01/2022;18:00:00;;4730856,27;;Wh
2022-01-02T18:15:00+01:00;02/01/2022;18:15:00;;4730856,27;;Wh
2022-01-02T18:30:00+01:00;02/01/2022;18:30:00;;4730856,27;;Wh
2022-01-02T18:45:00+01:00;02/01/2022;18:45:00;;4731920,95;;Wh
2022-01-02T19:00:00+01:00;02/01/2022;19:00:00;;4733130,33;;Wh
2022-01-02T19:15:00+01:00;02/01/2022;19:15:00;;4734373,61;;Wh
2022-01-02T19:30:00+01:00;02/01/2022;19:30:00;;4735657,09;;Wh
2022-01-02T19:45:00+01:00;02/01/2022;19:45:00;;4735964,99;;Wh
2022-01-02T20:00:00+01:00;02/01/2022;20:00:00;;4735964,99;;Wh
2022-01-02T20:15:00+01:00;02/01/2022;20:15:00;;4735964,99;;Wh
2022-01-02T20:30:00+01:00;02/01/2022;20:30:00;;4735964,99;;Wh
2022-01-02T20:45:00+01:00;02/01/2022;20:45:00;;4735964,99;;Wh
2022-01-02T21:00:00+01:00;02/01/2022;21:00:00;;4736660,31;;Wh
2022-01-02T21:15:00+01:00;02/01/2022;21:15:00;;4737863,41;;Wh
2022-01-02T21:30:00+01:00;02/01/2022;21:30:00;;4739098,44;;Wh
2022-01-02T21:45:00+01:00;02/01/2022;21:45:00;;4740363,73;;Wh
2022-01-02T22:00:00+01:00;02/01/2022;22:00:00;;4741670,24;;Wh
2022-01-02T22:15:00+01:00;02/01/2022;22:15:00;;4741992,28;;Wh
2022-01-02T22:30:00+01:00;02/01/2022;22:30:00;;4741992,28;;Wh
2022-01-02T22:45:00+01:00;02/01/2022;22:45:00;;4741992,28;;Wh
2022-01-02T23:00:00+01:00;02/01/2022;23:00:00;;4742449,53;;Wh
2022-01-02T23:15:00+01:00;02/01/2022;23:15:00;;4743671,76;;Wh
2022-01-02T23:30:00+01:00;02/01/2022;23:30:00;;4744932,89;;Wh
2022-01-02T23:45:00+01:00;02/01/2022;23:45:00;;4746032,98;;Wh
2022-01-03T00:00:00+01:00;03/01/2022;00:00:00;;4746032,98;;Wh
2022-01-03T00:15:00+01:00;03/01/2022;00:15:00;;4746032,98;;Wh
2022-01-03T00:30:00+01:00;03/01/2022;00:30:00;;4746330,15;;Wh
2022-01-03T00:45:00+01:00;03/01/2022;00:45:00;;4747549,59;;Wh
2022-01-03T01:00:00+01:00;03/01/2022;01:00:00;;4748800,5;;Wh
2022-01-03T01:15:00+01:00;03/01/2022;01:15:00;;4750093,06;;Wh
2022-01-03T01:30:00+01:00;03/01/2022;01:30:00;;4750824,46;;Wh
2022-01-03T01:45:00+01:00;03/01/2022;01:45:00;;4750824,46;;Wh
2022-01-03T02:00:00+01:00;03/01/2022;02:00:00;;4750841,71;;Wh
2022-01-03T02:15:00+01:00;03/01/2022;02:15:00;;4752064,33;;Wh
2022-01-03T02:30:00+01:00;03/01/2022;02:30:00;;4753332;;Wh
2022-01-03T02:45:00+01:00;03/01/2022;02:45:00;;4754651,51;;Wh
2022-01-03T03:00:00+01:00;03/01/2022;03:00:00;;4754930,4;;Wh
2022-01-03T03:15:00+01:00;03/01/2022;03:15:00;;4754930,4;;Wh
2022-01-03T03:30:00+01:00;03/01/2022;03:30:00;;4754930,4;;Wh
2022-01-03T03:45:00+01:00;03/01/2022;03:45:00;;4756003,64;;Wh
2022-01-03T04:00:00+01:00;03/01/2022;04:00:00;;4757253,92;;Wh
2022-01-03T04:15:00+01:00;03/01/2022;04:15:00;;4758532,35;;Wh
2022-01-03T04:30:00+01:00;03/01/2022;04:30:00;;4759637,74;;Wh
2022-01-03T04:45:00+01:00;03/01/2022;04:45:00;;4759637,74;;Wh
2022-01-03T05:00:00+01:00;03/01/2022;05:00:00;;4759637,74;;Wh
2022-01-03T05:15:00+01:00;03/01/2022;05:15:00;;4760507,86;;Wh
2022-01-03T05:30:00+01:00;03/01/2022;05:30:00;;4761767,54;;Wh
2022-01-03T05:45:00+01:00;03/01/2022;05:45:00;;4763068,13;;Wh
2022-01-03T06:00:00+01:00;03/01/2022;06:00:00;;4763885,45;;Wh
2022-01-03T06:15:00+01:00;03/01/2022;06:15:00;;4763885,45;;Wh
2022-01-03T06:30:00+01:00;03/01/2022;06:30:00;;4763885,65;;Wh
2022-01-03T06:45:00+01:00;03/01/2022;06:45:00;;4765049,53;;Wh
2022-01-03T07:00:00+01:00;03/01/2022;07:00:00;;4766338,82;;Wh
2022-01-03T07:15:00+01:00;03/01/2022;07:15:00;;4766861,24;;Wh
2022-01-03T07:30:00+01:00;03/01/2022;07:30:00;;4766861,24;;Wh
2022-01-03T07:45:00+01:00;03/01/2022;07:45:00;;4767062,15;;Wh
2022-01-03T08:00:00+01:00;03/01/2022;08:00:00;;4768303,27;;Wh
2022-01-03T08:15:00+01:00;03/01/2022;08:15:00;;4768951,38;;Wh
2022-01-03T08:30:00+01:00;03/01/2022;08:30:00;;4768951,38;;Wh
2022-01-03T08:45:00+01:00;03/01/2022;08:45:00;;4770095,51;;Wh
2022-01-03T09:00:00+01:00;03/01/2022;09:00:00;;4771393;;Wh
2022-01-03T09:15:00+01:00;03/01/2022;09:15:00;;4771407,08;;Wh
2022-01-03T09:30:00+01:00;03/01/2022;09:30:00;;4771407,08;;Wh
2022-01-03T09:45:00+01:00;03/01/2022;09:45:00;;4772091,11;;Wh
2022-01-03T10:00:00+01:00;03/01/2022;10:00:00;;4773238,83;;Wh
2022-01-03T10:15:00+01:00;03/01/2022;10:15:00;;4773238,83;;Wh
2022-01-03T10:30:00+01:00;03/01/2022;10:30:00;;4773238,83;;Wh
2022-01-03T10:45:00+01:00;03/01/2022;10:45:00;;4773238,83;;Wh
2022-01-03T11:00:00+01:00;03/01/2022;11:00:00;;4773238,83;;Wh
2022-01-03T11:15:00+01:00;03/01/2022;11:15:00;;4773238,83;;Wh
2022-01-03T11:30:00+01:00;03/01/2022;11:30:00;;4773238,83;;Wh
2022-01-03T11:45:00+01:00;03/01/2022;11:45:00;;4773238,83;;Wh
2022-01-03T12:00:00+01:00;03/01/2022;12:00:00;;4773238,83;;Wh
2022-01-03T12:15:00+01:00;03/01/2022;12:15:00;;4773238,83;;Wh
2022-01-03T12:30:00+01:00;03/01/2022;12:30:00;;4774168,24;;Wh
2022-01-03T12:45:00+01:00;03/01/2022;12:45:00;;4774790,68;;Wh
2022-01-03T13:00:00+01:00;03/01/2022;13:00:00;;4774790,68;;Wh
2022-01-03T13:15:00+01:00;03/01/2022;13:15:00;;4774790,68;;Wh
2022-01-03T13:30:00+01:00;03/01/2022;13:30:00;;4774790,68;;Wh
2022-01-03T13:45:00+01:00;03/01/2022;13:45:00;;4774790,68;;Wh
2022-01-03T14:00:00+01:00;03/01/2022;14:00:00;;4774790,68;;Wh
2022-01-03T14:15:00+01:00;03/01/2022;14:15:00;;4774790,68;;Wh
2022-01-03T14:30:00+01:00;03/01/2022;14:30:00;;4774790,68;;Wh
2022-01-03T14:45:00+01:00;03/01/2022;14:45:00;;4775000,47;;Wh
2022-01-03T15:00:00+01:00;03/01/2022;15:00:00;;4776183,79;;Wh
2022-01-03T15:15:00+01:00;03/01/2022;15:15:00;;4776340,44;;Wh
2022-01-03T15:30:00+01:00;03/01/2022;15:30:00;;4776340,44;;Wh
2022-01-03T15:45:00+01:00;03/01/2022;15:45:00;;4776340,44;;Wh
2022-01-03T16:00:00+01:00;03/01/2022;16:00:00;;4776340,44;;Wh
2022-01-03T16:15:00+01:00;03/01/2022;16:15:00;;4776340,44;;Wh
2022-01-03T16:30:00+01:00;03/01/2022;16:30:00;;4777164,85;;Wh
2022-01-03T16:45:00+01:00;03/01/2022;16:45:00;;4777888,05;;Wh
2022-01-03T17:00:00+01:00;03/01/2022;17:00:00;;4777888,05;;Wh
2022-01-03T17:15:00+01:00;03/01/2022;17:15:00;;4777888,05;;Wh
2022-01-03T17:30:00+01:00;03/01/2022;17:30:00;;4777888,05;;Wh
2022-01-03T17:45:00+01:00;03/01/2022;17:45:00;;4777888,05;;Wh
2022-01-03T18:00:00+01:00;03/01/2022;18:00:00;;4778168,34;;Wh
2022-01-03T18:15:00+01:00;03/01/2022;18:15:00;;4779363,42;;Wh
2022-01-03T18:30:00+01:00;03/01/2022;18:30:00;;4780614,06;;Wh
2022-01-03T18:45:00+01:00;03/01/2022;18:45:00;;4781167,15;;Wh
2022-01-03T19:00:00+01:00;03/01/2022;19:00:00;;4781167,15;;Wh
2022-01-03T19:15:00+01:00;03/01/2022;19:15:00;;4781167,15;;Wh
2022-01-03T19:30:00+01:00;03/01/2022;19:30:00;;4781167,15;;Wh
2022-01-03T19:45:00+01:00;03/01/2022;19:45:00;;4781167,15;;Wh
2022-01-03T20:00:00+01:00;03/01/2022;20:00:00;;4781627,1;;Wh
2022-01-03T20:15:00+01:00;03/01/2022;20:15:00;;4782815,64;;Wh
2022-01-03T20:30:00+01:00;03/01/2022;20:30:00;;4784042,75;;Wh
2022-01-03T20:45:00+01:00;03/01/2022;20:45:00;;4785049,28;;Wh
2022-01-03T21:00:00+01:00;03/01/2022;21:00:00;;4785049,28;;Wh
2022-01-03T21:15:00+01:00;03/01/2022;21:15:00;;4785049,28;;Wh
2022-01-03T21:30:00+01:00;03/01/2022;21:30:00;;4785049,28;;Wh
2022-01-03T21:45:00+01:00;03/01/2022;21:45:00;;4785049,28;;Wh
2022-01-03T22:00:00+01:00;03/01/2022;22:00:00;;4785085,48;;Wh
2022-01-03T22:15:00+01:00;03/01/2022;22:15:00;;4786267,32;;Wh
2022-01-03T22:30:00+01:00;03/01/2022;22:30:00;;4787493,4;;Wh
2022-01-03T22:45:00+01:00;03/01/2022;22:45:00;;4788633,57;;Wh
2022-01-03T23:00:00+01:00;03/01/2022;23:00:00;;4788633,57;;Wh
2022-01-03T23:15:00+01:00;03/01/2022;23:15:00;;4788633,57;;Wh
2022-01-03T23:30:00+01:00;03/01/2022;23:30:00;;4788633,57;;Wh
2022-01-03T23:45:00+01:00;03/01/2022;23:45:00;;4788633,57;;Wh
2022-01-04T00:00:00+01:00;04/01/2022;00:00:00;;4788633,57;;Wh
2022-01-04T00:15:00+01:00;04/01/2022;00:15:00;;4789729,65;;Wh
2022-01-04T00:30:00+01:00;04/01/2022;00:30:00;;4790947,5;;Wh
2022-01-04T00:45:00+01:00;04/01/2022;00:45:00;;4792207,61;;Wh
2022-01-04T01:00:00+01:00;04/01/2022;01:00:00;;4792604,98;;Wh
2022-01-04T01:15:00+01:00;04/01/2022;01:15:00;;4792604,98;;Wh
2022-01-04T01:30:00+01:00;04/01/2022;01:30:00;;4792604,98;;Wh
2022-01-04T01:45:00+01:00;04/01/2022;01:45:00;;4792604,98;;Wh
2022-01-04T02:00:00+01:00;04/01/2022;02:00:00;;4792604,98;;Wh
2022-01-04T02:15:00+01:00;04/01/2022;02:15:00;;4793214,05;;Wh
2022-01-04T02:30:00+01:00;04/01/2022;02:30:00;;4794423,46;;Wh
2022-01-04T02:45:00+01:00;04/01/2022;02:45:00;;4795676,3;;Wh
2022-01-04T03:00:00+01:00;04/01/2022;03:00:00;;4796036,28;;Wh
2022-01-04T03:15:00+01:00;04/01/2022;03:15:00;;4796036,28;;Wh
2022-01-04T03:30:00+01:00;04/01/2022;03:30:00;;4796036,28;;Wh
2022-01-04T03:45:00+01:00;04/01/2022;03:45:00;;4796036,28;;Wh
2022-01-04T04:00:00+01:00;04/01/2022;04:00:00;;4796036,28;;Wh
2022-01-04T04:15:00+01:00;04/01/2022;04:15:00;;4796672,72;;Wh
2022-01-04T04:30:00+01:00;04/01/2022;04:30:00;;4797867,19;;Wh
2022-01-04T04:45:00+01:00;04/01/2022;04:45:00;;4799101,85;;Wh
2022-01-04T05:00:00+01:00;04/01/2022;05:00:00;;4800278,09;;Wh
2022-01-04T05:15:00+01:00;04/01/2022;05:15:00;;4800278,09;;Wh
2022-01-04T05:30:00+01:00;04/01/2022;05:30:00;;4800278,09;;Wh
2022-01-04T05:45:00+01:00;04/01/2022;05:45:00;;4800278,09;;Wh
2022-01-04T06:00:00+01:00;04/01/2022;06:00:00;;4800278,09;;Wh
2022-01-04T06:15:00+01:00;04/01/2022;06:15:00;;4800278,09;;Wh
2022-01-04T06:30:00+01:00;04/01/2022;06:30:00;;4801346,7;;Wh
2022-01-04T06:45:00+01:00;04/01/2022;06:45:00;;4802562,88;;Wh
2022-01-04T07:00:00+01:00;04/01/2022;07:00:00;;4803815,39;;Wh
2022-01-04T07:15:00+01:00;04/01/2022;07:15:00;;4804782,75;;Wh
2022-01-04T07:30:00+01:00;04/01/2022;07:30:00;;4804782,75;;Wh
2022-01-04T07:45:00+01:00;04/01/2022;07:45:00;;4804782,75;;Wh
2022-01-04T08:00:00+01:00;04/01/2022;08:00:00;;4804782,75;;Wh
2022-01-04T08:15:00+01:00;04/01/2022;08:15:00;;4804782,75;;Wh
2022-01-04T08:30:00+01:00;04/01/2022;08:30:00;;4804869,33;;Wh
2022-01-04T08:45:00+01:00;04/01/2022;08:45:00;;4806058,59;;Wh
2022-01-04T09:00:00+01:00;04/01/2022;09:00:00;;4807301,1;;Wh
2022-01-04T09:15:00+01:00;04/01/2022;09:15:00;;4807849,48;;Wh
2022-01-04T09:30:00+01:00;04/01/2022;09:30:00;;4807849,48;;Wh
2022-01-04T09:45:00+01:00;04/01/2022;09:45:00;;4807849,48;;Wh
2022-01-04T10:00:00+01:00;04/01/2022;10:00:00;;4807849,48;;Wh
2022-01-04T10:15:00+01:00;04/01/2022;10:15:00;;4807849,48;;Wh
2022-01-04T10:30:00+01:00;04/01/2022;10:30:00;;4808317,5;;Wh
